;;;ÓÁÌË˜Ì˚Â;œÓÎÂ 3;œÓÎÂ 2;œÓÎÂ 1;œÓÎÂ 4;œÓÎÂ 7
VKJC8131;SKF;0;13537.26;11506.44;10152.78;9476.28;9340.98;9069.72
VKJC8132;SKF;0;16984.44;14436.84;12738.66;11889.24;11718.96;11379.72
VKJC8135;SKF;0;13435.62;11419.98;10076.88;9405;9270.36;9001.74
VKJC8138;SKF;0;15553.56;13220.46;11665.5;10887.36;10732.26;10420.74
VKJC8139;SKF;0;17404.2;14793.9;13053.48;12182.94;12008.7;11660.88
VKJC8145;SKF;0;6106.98;5190.9;4580.4;4274.82;4214.1;4092
VKJC8146;SKF;0;5655.54;4807.44;4241.82;3958.68;3902.58;3789.06
VKJC8148;SKF;0;6736.62;5726.16;5052.3;4715.7;4648.38;4513.74
VKJC8149;SKF;0;6326.76;5377.68;4745.4;4428.6;4365.24;4239.18
VKJC8150;SKF;0;6431.7;5466.78;4823.94;4502.52;4437.84;4309.14
VKJC8166;SKF;0;10300.62;8755.56;7725.3;7210.5;7107.54;6901.62
VKJC8167;SKF;0;10297.98;8753.58;7723.32;7208.52;7105.56;6899.64
VKJC8170;SKF;0;11015.4;9363.42;8261.88;7710.78;7600.56;7380.12
VKJC8171;SKF;0;12898.38;10963.92;9673.62;9028.8;8900.1;8642.04
VKJC8185;SKF;0;14136.54;12015.96;10602.24;9895.38;9754.14;9471.66
VKJC8195;SKF;0;9484.2;8061.9;7113.48;6638.94;6543.9;6354.48
VKJC8200;SKF;0;9250.56;7863.24;6937.92;6475.26;6382.86;6198.06
VKJC8247;SKF;0;9566.7;8131.86;7174.86;6697.02;6601.32;6409.92
VKJC8262;SKF;0;14639.46;12443.64;10979.76;10247.82;10101.3;9808.26
VKJC8263;SKF;0;14748.36;12536.04;11061.6;10323.72;10176.54;9881.52
VKJC8290;SKF;0;29344.92;24943.38;22009.02;20541.18;20248.14;19661.4
VKJC8291;SKF;0;29344.92;24943.38;22009.02;20541.18;20248.14;19661.4
VKJC8306;SKF;0;14087.7;11974.38;10565.94;9861.72;9720.48;9438.66
VKJC8307;SKF;0;13519.44;11491.26;10139.58;9463.74;9328.44;9057.84
VKJC8308;SKF;0;13519.44;11491.26;10139.58;9463.74;9328.44;9057.84
VKJC8309;SKF;0;13519.44;11491.26;10139.58;9463.74;9328.44;9057.84
VKJC8318;SKF;0;7668.54;6518.16;5751.24;5367.78;5291.22;5138.1
VKJC8320;SKF;0;7823.64;6650.16;5868.06;5476.68;5398.14;5241.72
VKJC8321;SKF;0;8439.42;7173.54;6329.4;5907.66;5823.18;5654.22
VKJC8338;SKF;0;10655.04;9056.52;7991.28;7458.66;7351.74;7138.56
VKJC8339;SKF;0;9969.3;8473.74;7477.14;6978.84;6878.52;6679.2
VKJC8342;SKF;0;11018.7;9366.06;8263.86;7713.42;7603.2;7382.76
VKJC8343;SKF;0;11350.02;9647.22;8512.68;7945.08;7831.56;7604.52
VKJC8346;SKF;0;14383.38;12225.84;10787.7;10068.3;9924.42;9636.66
VKJC8347;SKF;0;22156.86;18833.1;16617.48;15510;15288.24;14845.38
VKJC8355;SKF;0;22156.86;18833.1;16617.48;15510;15288.24;14845.38
VKJC8364;SKF;0;14664.54;12464.76;10998.24;10264.98;10118.46;9825.42
VKJC8366;SKF;0;14664.54;12464.76;10998.24;10264.98;10118.46;9825.42
VKJC8379;SKF;0;11920.26;10132.32;8940.36;8344.38;8224.92;7986.66
VKJC8380;SKF;0;5895.12;5010.72;4421.34;4126.32;4067.58;3949.44
VKJC8381;SKF;0;6046.92;5140.08;4535.52;4232.58;4172.52;4051.74
VKJC8382;SKF;0;6046.92;5140.08;4535.52;4232.58;4172.52;4051.74
VKJC8387;SKF;0;10738.2;9127.8;8053.98;7516.74;7409.16;7194.66
VKJC8390;SKF;0;6573.6;5587.56;4930.2;4601.52;4535.52;4404.18
VKJC8401;SKF;0;11911.68;10125.06;8933.76;8338.44;8218.98;7980.72
VKJC8402;SKF;0;9940.26;8449.32;7455.36;6958.38;6858.72;6660.06
VKJC8403;SKF;0;15430.8;13116.18;11573.1;10801.56;10647.12;10338.9
VKJC8405;SKF;0;15060.54;12801.36;11295.24;10542.18;10391.7;10090.74
VKJC8406;SKF;0;12948.54;11006.16;9711.24;9063.78;8934.42;8675.7
VKJC8407;SKF;0;10682.76;9080.28;8012.4;7477.8;7370.88;7157.7
VKJC8409;SKF;0;11802.78;10032.66;8851.92;8261.88;8143.74;7908.12
VKJC8410;SKF;0;32510.94;27634.2;24383.04;22757.46;22432.74;21782.64
VKJC8416;SKF;0;30787.02;26169;23090.1;21550.98;21242.76;20626.98
VKJC8417;SKF;0;29013.6;24661.56;21760.2;20309.52;20019.12;19438.98
VKJC8418;SKF;0;24242.46;20605.86;18181.68;16969.92;16727.04;16242.6
VKJC8427;SKF;0;15541.02;13209.9;11655.6;10878.78;10723.02;10412.16
VKJC8428;SKF;0;6343.92;5392.2;4757.94;4440.48;4377.12;4250.4
VKJC8429;SKF;0;22930.38;19491.12;17197.62;16051.2;15822.18;15363.48
VKJC8430;SKF;0;23569.92;20034.3;17677.44;16498.68;16263.06;15791.82
VKJC8431;SKF;0;8259.9;7021.08;6194.76;5782.26;5699.1;5534.1
VKJC8432;SKF;0;14718;12510.3;11038.5;10302.6;10155.42;9861.06
VKJC8433;SKF;0;14718;12510.3;11038.5;10302.6;10155.42;9861.06
VKJC8434;SKF;0;13269.96;11279.4;9952.8;9288.84;9156.18;8890.86
VKJC8435;SKF;0;16027.44;13623.06;12020.58;11219.34;11058.96;10738.2
VKJC8447;SKF;0;16910.52;14374.14;12683.22;11837.1;11668.14;11330.22
VKJC8448;SKF;0;12502.38;10627.32;9376.62;8751.6;8626.86;8376.72
VKJC8449;SKF;0;7719.36;6561.72;5789.52;5403.42;5326.2;5171.76
VKJC8450;SKF;0;16727.04;14217.72;12545.28;11709.06;11541.42;11206.8
VKJC8451;SKF;0;8394.54;7135.26;6295.74;5875.98;5792.16;5624.52
VKJC8453;SKF;0;7894.26;6710.22;5920.86;5526.18;5446.98;5289.24
VKJC8454;SKF;0;12591.48;10702.56;9443.94;8814.3;8688.24;8436.12
VKJC8455;SKF;0;13504.26;11478.72;10128.36;9453.18;9317.88;9047.94
VKJC8456;SKF;0;12034.44;10229.34;9026.16;8424.24;8303.46;8063.22
VKJC8457;SKF;0;16591.74;14102.88;12443.64;11614.02;11448.36;11116.38
VKJC8459;SKF;0;10375.86;8819.58;7782.06;7263.3;7159.02;6951.78
VKJC8460;SKF;0;10375.86;8819.58;7782.06;7263.3;7159.02;6951.78
VKJC8461;SKF;0;11583;9845.88;8687.58;8108.1;7992.6;7760.94
VKJC8462;SKF;0;6941.22;5899.74;5206.08;4858.92;4789.62;4650.36
VKJC8463;SKF;0;8253.96;7015.8;6190.8;5777.64;5695.14;5530.14
VKJC8466;SKF;0;11155.32;9482.22;8366.82;7808.46;7696.92;7473.84
VKJC8480;SKF;0;6640.92;5644.98;4981.02;4648.38;4582.38;4449.72
VKJC8489;SKF;0;7756.32;6592.74;5817.24;5429.16;5351.94;5196.84
VKJC8500;SKF;0;14349.72;12197.46;10762.62;10044.54;9901.32;9614.22
VKJC8502;SKF;0;14567.52;12382.26;10925.64;10197;10051.8;9760.08
VKJC8506;SKF;0;7727.28;6568.32;5795.46;5409.36;5332.14;5177.04
VKJC8523;SKF;0;13474.56;11453.64;10105.92;9432.06;9297.42;9028.14
VKJC8525;SKF;0;8376.72;7120.08;6282.54;5863.44;5779.62;5612.64
VKJC8527;SKF;0;12305.7;10459.68;9229.44;8614.32;8490.9;8244.72
VKJC8528;SKF;0;20927.94;17788.98;15696.12;14649.36;14440.14;14021.7
VKJC8531;SKF;0;10748.1;9135.72;8061.24;7524;7416.42;7201.26
VKJC8533;SKF;0;9249.24;7861.92;6937.26;6474.6;6382.2;6196.74
VKJC8534;SKF;0;5959.14;5065.5;4469.52;4171.2;4111.8;3992.34
VKJC8535;SKF;0;7343.16;6241.62;5507.7;5140.08;5066.82;4919.64
VKJC8536;SKF;0;24901.8;21166.86;18676.68;17431.26;17182.44;16684.14
VKJC8537;SKF;0;36014.88;30612.78;27011.16;25210.68;24850.32;24130.26
VKJC8538;SKF;0;5715.6;4858.26;4286.7;4000.92;3943.5;3829.32
VKJC8539;SKF;0;5886.54;5003.46;4414.74;4120.38;4061.64;3944.16
VKJC8540;SKF;0;21743.04;18481.32;16307.28;15220.26;15002.46;14567.52
VKJC8541;SKF;0;21743.04;18481.32;16307.28;15220.26;15002.46;14567.52
VKJC8548;SKF;0;30940.14;26299.02;23204.94;21657.9;21349.02;20729.94
VKJC8549;SKF;0;29859.06;25380.3;22394.46;20901.54;20602.56;20005.26
VKJC8553;SKF;0;10981.08;9333.72;8236.14;7687.02;7576.8;7357.02
VKJC8554;SKF;0;10243.86;8707.38;7683.06;7170.9;7067.94;6863.34
VKJC8555;SKF;0;12839.64;10913.76;9630.06;8987.88;8859.18;8602.44
VKJC8556;SKF;0;7961.58;6767.64;5971.02;5573.04;5493.18;5334.12
VKJC8557;SKF;0;13519.44;11491.26;10139.58;9463.74;9328.44;9057.84
VKJC8558;SKF;0;9484.2;8061.9;7113.48;6638.94;6543.9;6354.48
VKJC8559;SKF;0;9735;8275.08;7301.58;6814.5;6717.48;6522.78
VKJC8560;SKF;0;9092.82;7728.6;6819.78;6365.04;6273.96;6092.46
VKJC8563;SKF;0;6998.64;5948.58;5248.98;4899.18;4829.22;4689.3
VKJC8564;SKF;0;6677.88;5676;5008.74;4674.78;4607.46;4474.14
VKJC8565;SKF;0;6677.88;5676;5008.74;4674.78;4607.46;4474.14
VKJC8567;SKF;0;11663.52;9913.86;8747.64;8164.2;8048.04;7814.4
VKJC8568;SKF;0;11663.52;9913.86;8747.64;8164.2;8048.04;7814.4
VKJC8569;SKF;0;9507.96;8081.7;7131.3;6655.44;6560.4;6370.32
VKJC8570;SKF;0;9258.48;7869.84;6943.86;6481.2;6388.14;6203.34
VKJC8571;SKF;0;14135.22;12014.64;10601.58;9894.72;9753.48;9470.34
VKJC8572;SKF;0;14748.36;12536.04;11061.6;10323.72;10176.54;9881.52
VKJC8573;SKF;0;9733.68;8273.76;7300.26;6813.84;6716.16;6521.46
VKJC8574;SKF;0;10358.04;8804.4;7768.86;7250.76;7147.14;6939.9
VKJC8575;SKF;0;15972;13576.2;11979;11180.4;11020.68;10701.24
VKJC8576;SKF;0;17315.1;14718;12986.16;12120.9;11947.32;11600.82
VKJC8581;SKF;0;18729.48;15919.86;14047.44;13110.9;12923.46;12548.58
VKJC8582;SKF;0;11563.2;9828.72;8672.4;8094.24;7978.74;7747.08
VKJC8583;SKF;0;16061.1;13652.1;12045.66;11243.1;11082.06;10760.64
VKJC8584;SKF;0;16061.1;13652.1;12045.66;11243.1;11082.06;10760.64
VKJC8585;SKF;0;7253.4;6165.72;5440.38;5077.38;5004.78;4859.58
VKJC8590;SKF;0;16967.94;14422.98;12726.12;11877.36;11707.74;11368.5
VKJC8591;SKF;0;17460.96;14842.08;13095.72;12222.54;12048.3;11699.16
VKJC8592;SKF;0;21937.74;18646.98;16453.14;15356.22;15137.1;14698.2
VKJC8593;SKF;0;5798.76;4928.88;4349.4;4059;4000.92;3885.42
VKJC8594;SKF;0;12935.34;10994.94;9701.34;9054.54;8925.18;8666.46
VKJC8595;SKF;0;12778.26;10861.62;9583.86;8944.98;8816.94;8561.52
VKJC8596;SKF;0;24999.48;21249.36;18749.94;17499.9;17249.76;16749.48
VKJC8597;SKF;0;22641.3;19244.94;16981.14;15849.24;15622.2;15169.44
VKJC8598;SKF;0;21847.32;18570.42;16385.82;15292.86;15074.4;14637.48
VKJC8599;SKF;0;7271.88;6180.9;5454.24;5090.58;5017.32;4872.12
VKJC8600;SKF;0;13960.98;11866.8;10470.9;9772.62;9633.36;9354.18
VKJC8601;SKF;0;11084.04;9421.5;8313.36;7758.96;7648.08;7426.32
VKJC8606;SKF;0;8486.94;7213.8;6365.04;5940.66;5856.18;5686.56
VKJC8607;SKF;0;12197.46;10367.94;9148.26;8538.42;8416.32;8172.12
VKJC8608;SKF;0;9412.26;8000.52;7059.36;6588.78;6494.4;6306.3
VKJC8613;SKF;0;22071.72;18761.16;16554.12;15449.94;15229.5;14787.96
VKJC8632;SKF;0;28759.5;24445.74;21569.46;20131.98;19844.22;19268.7
VKJC8635;SKF;0;31429.2;26714.82;23571.9;22000.44;21686.28;21057.3
VKJC8636;SKF;0;24848.34;21121.32;18636.42;17393.64;17145.48;16648.5
VKJC8637;SKF;0;20901.54;17766.54;15676.32;14630.88;14422.32;14003.88
VKJC8638;SKF;0;22071.72;18761.16;16554.12;15449.94;15229.5;14787.96
VKJC8639;SKF;0;15983.22;13585.44;11987.58;11188.32;11028.6;10708.5
VKJC8640;SKF;0;11357.28;9653.82;8517.96;7950.36;7836.84;7609.14
VKJC8641;SKF;0;15983.22;13585.44;11987.58;11188.32;11028.6;10708.5
VKJC8642;SKF;0;16605.6;14114.76;12454.2;11623.92;11457.6;11125.62
VKJC8643;SKF;0;24379.08;20722.02;18284.64;17065.62;16821.42;16333.68
VKJC8644;SKF;0;24627.24;20933.22;18470.76;17239.2;16993.02;16500
VKJC8645;SKF;0;18776.34;15960.12;14082.42;13143.24;12955.8;12580.26
VKJC8646;SKF;0;15983.22;13585.44;11987.58;11188.32;11028.6;10708.5
VKJC8647;SKF;0;11844.36;10067.64;8883.6;8290.92;8172.78;7935.84
VKJC8648;SKF;0;15680.28;13328.04;11760.54;10976.46;10819.38;10505.88
VKJC8649;SKF;0;9336.36;7935.84;7002.6;6535.32;6442.26;6255.48
VKJC8650;SKF;0;9562.08;8127.9;7171.56;6693.72;6598.02;6406.62
VKJC8651;SKF;0;16062.42;13652.76;12046.98;11243.76;11083.38;10761.96
VKJC8652;SKF;0;16096.08;13681.8;12072.06;11267.52;11106.48;10784.4
VKJC8653;SKF;0;16417.5;13955.04;12312.96;11492.58;11328.24;10999.56
VKJC8654;SKF;0;15150.96;12878.58;11363.22;10605.54;10454.4;10151.46
VKJC8655;SKF;0;16230.72;13795.98;12173.04;11361.24;11198.88;10874.82
VKJC8656;SKF;0;13254.78;11266.86;9940.92;9278.28;9145.62;8880.96
VKJC8657;SKF;0;16951.44;14408.46;12713.58;11866.14;11696.52;11357.28
VKJC8658;SKF;0;17309.16;14712.72;12982.2;12116.28;11943.36;11596.86
VKJC8659;SKF;0;23946.12;20354.4;17959.92;16762.02;16523.1;16043.94
VKJC8660;SKF;0;20861.28;17732.22;15645.96;14603.16;14394.6;13976.82
VKJC8661;SKF;0;25674.66;21823.56;19256.16;17972.46;17715.72;17202.24
VKJC8662;SKF;0;20861.28;17732.22;15645.96;14603.16;14394.6;13976.82
VKJC8663;SKF;0;16544.22;14062.62;12408;11581.02;11415.36;11084.7
VKJC8664;SKF;0;20861.28;17732.22;15645.96;14603.16;14394.6;13976.82
VKJC8665;SKF;0;22096.8;18782.28;16572.6;15467.76;15246.66;14805.12
VKJC8666;SKF;0;20427.66;17363.28;15320.58;14299.56;14094.96;13686.42
VKJC8667;SKF;0;20339.88;17288.7;15255.24;14238.18;14034.24;13627.68
VKJC8668;SKF;0;24550.68;20867.88;18413.34;17185.74;16940.22;16449.18
VKJC8669;SKF;0;20342.52;17291.34;15257.22;14239.5;14036.22;13629.66
VKJC8670;SKF;0;22814.22;19392.12;17110.5;15970.02;15741.66;15285.6
VKJC8671;SKF;0;23392.38;19883.82;17544.12;16374.6;16140.96;15673.02
VKJC8672;SKF;0;15801.72;13431.66;11851.62;11060.94;10903.2;10587.06
VKJC8673;SKF;0;15801.72;13431.66;11851.62;11060.94;10903.2;10587.06
VKJC8674;SKF;0;17663.58;15014.34;13247.52;12364.44;12187.56;11834.46
VKJC8675;SKF;0;17663.58;15014.34;13247.52;12364.44;12187.56;11834.46
VKJC8676;SKF;0;17663.58;15014.34;13247.52;12364.44;12187.56;11834.46
VKJC8677;SKF;0;13889.04;11805.42;10416.78;9722.46;9583.2;9305.34
VKJC8678;SKF;0;17717.7;15059.88;13288.44;12402.72;12225.18;11870.76
VKJC8679;SKF;0;21975.36;18679.32;16481.52;15382.62;15162.84;14723.28
VKJC8680;SKF;0;22399.08;19039.02;16799.64;15679.62;15455.22;15007.08
VKJC8681;SKF;0;21626.22;18382.32;16219.5;15138.42;14921.94;14489.64
VKJC8683;SKF;0;23765.94;20201.28;17824.62;16635.96;16398.36;15923.16
VKJC8684;SKF;0;16356.12;13902.9;12267.42;11449.02;11286;10958.64
VKJC8685;SKF;0;13849.44;11771.76;10387.08;9694.74;9556.14;9278.94
VKJC8686;SKF;0;14486.34;12313.62;10864.92;10140.24;9995.7;9705.96
VKJC8689;SKF;0;15531.78;13201.98;11649;10872.18;10717.08;10406.22
VKJC8690;SKF;0;25926.78;22038.06;19444.92;18148.68;17889.3;17371.2
VKJC8695;SKF;0;22309.98;18963.78;16732.32;15616.92;15393.84;14947.68
VKJC8696;SKF;0;23657.7;20108.88;17743.44;16560.72;16323.78;15850.56
VKJC8697;SKF;0;14635.5;12440.34;10976.46;10245.18;10098.66;9805.62
VKJC8698;SKF;0;14635.5;12440.34;10976.46;10245.18;10098.66;9805.62
VKJC8704;SKF;0;19931.34;16941.54;14948.34;13951.74;13752.42;13353.78
VKJC8705;SKF;0;19813.2;16841.22;14859.9;13869.24;13671.24;13274.58
VKJC8720;SKF;0;22692.12;19288.5;17019.42;15884.22;15657.84;15203.76
VKJC8723;SKF;0;19168.38;16293.42;14376.12;13417.8;13226.4;12842.94
VKJC8724;SKF;0;32123.52;27304.86;24092.64;22486.2;22165.44;21522.6
VKJC8725;SKF;0;22880.22;19448.22;17160;16016.22;15787.2;15329.82
VKJC8726;SKF;0;38575.68;32789.46;28931.76;27003.24;26617.14;25845.6
VKJC8808;SKF;0;7859.94;6681.18;5895.12;5501.76;5423.22;5266.14
VKJC8851;SKF;0;6501;5526.18;4876.08;4550.7;4486.02;4356
VKJC8852;SKF;0;9853.8;8376.06;7390.68;6897.66;6799.32;6601.98
VKJC8853;SKF;0;8720.58;7412.46;6540.6;6104.34;6017.22;5842.98
VKJML01001;SKF;0;575.52;489.06;431.64;402.6;397.32;385.44
VKJML01002;SKF;0;671.22;570.24;503.58;469.92;463.32;449.46
VKJML01003;SKF;0;638.22;542.52;478.5;446.82;440.22;427.68
VKJP01000;SKF;0;5259.54;4470.84;3944.82;3681.48;3629.34;3523.74
VKJP01001;SKF;0;579.48;492.36;434.94;405.9;399.96;388.08
VKJP01003;SKF;0;877.8;746.46;658.68;614.46;605.88;588.06
VKJP01010;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01011;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01012;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01013;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01014;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01015;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01016;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01017;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01018;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01019;SKF;0;763.62;648.78;572.88;534.6;526.68;511.5
VKJP01020;SKF;0;772.2;656.7;579.48;540.54;532.62;517.44
VKJP01021;SKF;0;850.08;722.7;637.56;595.32;586.74;569.58
VKJP01022;SKF;0;850.08;722.7;637.56;595.32;586.74;569.58
VKJP02000;SKF;0;533.28;453.42;399.96;373.56;368.28;357.06
VKJP02001;SKF;0;607.2;516.12;455.4;425.04;419.1;406.56
VKJP1002;SKF;0;528;448.8;396;369.6;364.32;353.76
VKJP1009;SKF;0;682.44;580.14;512.16;477.84;470.58;457.38
VKJP1011;SKF;0;741.18;630.3;555.72;518.76;511.5;496.32
VKJP1014;SKF;0;727.32;618.42;545.82;508.86;501.6;487.08
VKJP1015;SKF;0;760.98;646.8;570.9;532.62;525.36;510.18
VKJP1017;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKJP1018;SKF;0;712.14;605.22;533.94;498.3;491.7;477.18
VKJP1019;SKF;0;1014.42;861.96;760.98;710.16;700.26;679.8
VKJP1021;SKF;0;968.22;823.02;726;677.82;667.92;648.78
VKJP1022;SKF;0;1153.68;980.76;865.26;807.84;795.96;772.86
VKJP1024;SKF;0;521.4;443.52;391.38;364.98;359.7;349.14
VKJP1025;SKF;0;752.4;639.54;564.3;526.68;519.42;504.24
VKJP1027;SKF;0;615.78;523.38;462;430.98;425.04;412.5
VKJP1032;SKF;0;588.06;499.62;440.88;411.84;405.9;394.02
VKJP1033;SKF;0;653.4;555.72;490.38;457.38;450.78;437.58
VKJP1034;SKF;0;649.44;551.76;487.08;454.74;448.14;434.94
VKJP1035;SKF;0;673.2;572.22;504.9;471.24;464.64;450.78
VKJP1036;SKF;0;557.04;473.22;417.78;390.06;384.12;372.9
VKJP1038;SKF;0;953.04;809.82;714.78;667.26;657.36;638.22
VKJP1042;SKF;0;723.36;615.12;542.52;506.22;498.96;484.44
VKJP1044;SKF;0;989.34;840.84;741.84;692.34;682.44;662.64
VKJP1046;SKF;0;823.68;700.26;617.76;576.84;568.26;551.76
VKJP1048;SKF;0;713.46;606.54;535.26;499.62;492.36;477.84
VKJP1050;SKF;0;547.8;465.96;411.18;383.46;378.18;366.96
VKJP1052;SKF;0;693.66;589.38;520.08;485.76;478.5;464.64
VKJP1053;SKF;0;816.42;693.66;612.48;571.56;563.64;547.14
VKJP1055;SKF;0;995.94;846.78;747.12;696.96;687.06;667.26
VKJP1056;SKF;0;663.3;563.64;497.64;464.64;457.38;444.18
VKJP1057;SKF;0;972.84;826.98;729.96;681.12;671.22;652.08
VKJP1058;SKF;0;801.24;681.12;601.26;561;553.08;536.58
VKJP1059;SKF;0;1007.16;856.02;755.7;704.88;694.98;674.52
VKJP1061;SKF;0;656.04;557.7;492.36;459.36;452.76;439.56
VKJP1062;SKF;0;636.9;541.2;477.84;446.16;439.56;427.02
VKJP1063;SKF;0;625.68;531.96;469.26;438.24;431.64;419.1
VKJP1069;SKF;0;656.04;557.7;492.36;459.36;452.76;439.56
VKJP1070;SKF;0;825;701.58;619.08;577.5;569.58;553.08
VKJP1071;SKF;0;760.98;646.8;570.9;532.62;525.36;510.18
VKJP1072;SKF;0;797.28;677.82;597.96;558.36;550.44;533.94
VKJP1074;SKF;0;1089.66;925.98;817.08;762.96;751.74;729.96
VKJP1075;SKF;0;908.16;772.2;681.12;635.58;626.34;608.52
VKJP1076;SKF;0;1146.42;974.16;859.98;802.56;791.34;768.24
VKJP1077;SKF;0;979.44;832.26;734.58;685.74;675.84;656.04
VKJP1079;SKF;0;964.26;819.72;723.36;675.18;665.28;646.14
VKJP1080;SKF;0;815.1;693;611.16;570.9;562.32;545.82
VKJP1082;SKF;0;861.3;731.94;646.14;603.24;594;576.84
VKJP1084;SKF;0;957;813.78;718.08;669.9;660.66;641.52
VKJP1088;SKF;0;809.16;687.72;607.2;566.28;558.36;541.86
VKJP1093;SKF;0;991.98;843.48;743.82;694.32;684.42;664.62
VKJP1094;SKF;0;1073.16;912.12;805.2;751.08;740.52;718.74
VKJP1095;SKF;0;877.8;746.46;658.68;614.46;605.88;588.06
VKJP1096;SKF;0;1147.74;975.48;860.64;803.22;792;768.9
VKJP1097;SKF;0;873.84;742.5;655.38;611.82;603.24;585.42
VKJP1098;SKF;0;1038.18;882.42;778.8;726.66;716.1;695.64
VKJP1099;SKF;0;984.72;836.88;738.54;689.04;679.14;660
VKJP1100;SKF;0;1021.02;867.9;765.6;714.78;704.22;683.76
VKJP1101;SKF;0;726;617.1;544.5;508.2;500.94;486.42
VKJP1102;SKF;0;969.54;824.34;727.32;678.48;669.24;649.44
VKJP1103;SKF;0;940.5;799.26;705.54;658.68;648.78;630.3
VKJP1108;SKF;0;809.82;688.38;607.2;566.94;559.02;542.52
VKJP1109;SKF;0;985.38;837.54;739.2;689.7;679.8;660
VKJP1112;SKF;0;1088.34;925.32;816.42;761.64;751.08;729.3
VKJP1113;SKF;0;984.72;836.88;738.54;689.04;679.14;660
VKJP1115;SKF;0;746.46;634.26;559.68;522.72;514.8;500.28
VKJP1116;SKF;0;823.68;700.26;617.76;576.84;568.26;551.76
VKJP1117;SKF;0;1103.52;937.86;827.64;772.2;761.64;739.2
VKJP1118;SKF;0;1088.34;925.32;816.42;761.64;751.08;729.3
VKJP1119;SKF;0;993.3;844.14;745.14;695.64;685.08;665.28
VKJP1120;SKF;0;999.24;849.42;749.76;699.6;689.7;669.24
VKJP1122;SKF;0;1077.12;915.42;807.84;753.72;743.16;721.38
VKJP1123;SKF;0;909.48;772.86;682.44;636.9;627.66;609.18
VKJP1125;SKF;0;861.3;731.94;646.14;603.24;594;576.84
VKJP1126;SKF;0;706.2;600.6;529.98;494.34;487.08;473.22
VKJP1127;SKF;0;664.62;564.96;498.3;465.3;458.7;445.5
VKJP1128;SKF;0;778.8;661.98;584.1;545.16;537.24;522.06
VKJP1130;SKF;0;735.9;625.68;551.76;515.46;507.54;493.02
VKJP1131;SKF;0;735.9;625.68;551.76;515.46;507.54;493.02
VKJP1132;SKF;0;851.4;724.02;638.88;595.98;587.4;570.24
VKJP1133;SKF;0;720.06;611.82;539.88;504.24;496.98;482.46
VKJP1134;SKF;0;912.78;776.16;684.42;638.88;629.64;611.82
VKJP1135;SKF;0;632.28;537.24;474.54;442.86;436.26;423.72
VKJP1137;SKF;0;706.2;600.6;529.98;494.34;487.08;473.22
VKJP1138;SKF;0;663.3;563.64;497.64;464.64;457.38;444.18
VKJP1139;SKF;0;861.3;731.94;646.14;603.24;594;576.84
VKJP1140;SKF;0;649.44;551.76;487.08;454.74;448.14;434.94
VKJP1141;SKF;0;757.68;644.16;568.26;530.64;522.72;507.54
VKJP1142;SKF;0;685.74;582.78;514.14;479.82;473.22;459.36
VKJP1143;SKF;0;845.46;718.74;634.26;592.02;583.44;566.28
VKJP1144;SKF;0;902.88;767.58;677.16;632.28;623.04;605.22
VKJP1146;SKF;0;653.4;555.72;490.38;457.38;450.78;437.58
VKJP1148;SKF;0;858;729.3;643.5;600.6;592.02;574.86
VKJP1150;SKF;0;639.54;543.84;479.82;447.48;441.54;428.34
VKJP1151;SKF;0;858;729.3;643.5;600.6;592.02;574.86
VKJP1152;SKF;0;897.6;762.96;673.2;628.32;619.08;601.26
VKJP1153;SKF;0;682.44;580.14;512.16;477.84;470.58;457.38
VKJP1154;SKF;0;936.54;795.96;702.24;655.38;646.14;627.66
VKJP1155;SKF;0;727.32;618.42;545.82;508.86;501.6;487.08
VKJP1156;SKF;0;709.5;603.24;531.96;496.98;489.72;475.2
VKJP1157;SKF;0;685.74;582.78;514.14;479.82;473.22;459.36
VKJP1159;SKF;0;844.14;717.42;632.94;590.7;582.78;565.62
VKJP1162;SKF;0;658.68;559.68;494.34;461.34;454.74;441.54
VKJP1163;SKF;0;636.9;541.2;477.84;446.16;439.56;427.02
VKJP1164;SKF;0;720.06;611.82;539.88;504.24;496.98;482.46
VKJP1166;SKF;0;991.98;843.48;743.82;694.32;684.42;664.62
VKJP1167;SKF;0;1186.02;1007.82;889.68;830.28;818.4;794.64
VKJP1187;SKF;0;871.86;741.18;654.06;610.5;601.26;584.1
VKJP1210;SKF;0;916.74;779.46;687.72;641.52;632.28;614.46
VKJP1215;SKF;0;1585.32;1347.72;1189.32;1109.46;1093.62;1061.94
VKJP1216;SKF;0;851.4;724.02;638.88;595.98;587.4;570.24
VKJP1220;SKF;0;1197.9;1018.38;898.26;838.86;826.32;802.56
VKJP1221;SKF;0;1308.12;1112.1;981.42;915.42;902.88;876.48
